disease,count
influenza,727
encephalitis,182
hepatitis,161
chikungunya,154
avian influenza,111
yellow fever,91
infectious disease,72
pneumonia,70
dengue fever,67
microcephaly,65
malaria,53
measles,53
cancer,48
suppression,44
tuberculosis,36
herpes simplex,35
meningitis,32
rash,31
mouth disease,30
arthritis,25
diarrhea,24
rabies,24
encephalomyelitis,23
leukemia,22
tick-borne encephalitis,22
viral hepatitis,20
gastroenteritis,20
obesity,19
vaccinia virus,19
respiratory disease,18
viral disease,18
stomatitis,17
myelitis,16
conjunctivitis,16
thrombocytopenia,16
neuroblastoma,15
hand, foot, and mouth disease,13
dengue hemorrhagic fever,13
encephalopathy,13
hand, foot and mouth disease,12
yellow fever,,12
meningoencephalitis,12
dengue hemorrhagic fever.,11
neuropathy,11
leptospirosis,11
severe acute respiratory syndrome,11
asthma,10
bronchiolitis,10
infectious disease.,10
respiratory failure,10
hepatocellular carcinoma,10
sarcoma,10
aseptic meningitis,10
common cold,9
pulmonary edema,9
dengue fever,,9
poliomyelitis,9
cirrhosis,8
smallpox,7
hemorrhagic fever with renal syndrome,7
viral pneumonia,7
infectious disease,,7
eastern equine encephalitis,7
hypersensitivity,7
pertussis,6
aseptic meningitis,,6
myocarditis,6
mumps,6
rhabdomyosarcoma,6
rift valley fever,6
syphilis,6
pulmonary tuberculosis,6
respiratory disease.,6
liver disease,6
viral meningitis,5
lung disease,5
acute respiratory distress syndrome,5
dengue hemorrhagic fever,,5
respiratory failure,,5
vasculitis,5
rubella,5
keratoconjunctivitis,5
dengue fever.,5
bacterial pneumonia,5
breast cancer,5
lung cancer,5
tetanus,5
schistosomiasis,5
uveitis,5
rheumatoid arthritis,5
yellow fever.,5
lymphocytic choriomeningitis,5
viral hepatitis,,5
mouth disease,,5
plague,4
western equine encephalitis,4
myeloid leukemia,4
common cold,,4
typhus,4
lung carcinoma,4
hydranencephaly,4
venezuelan equine encephalitis,4
amyotrophic lateral sclerosis,4
neurological disorder,4
anthrax,4
optic neuritis,,4
lymphoma,4
nervous system disease,4
breast cancer.,4
otitis media,4
subacute sclerosing panencephalitis,4
respiratory disease,,4
central nervous system disease,4
keratitis,4
hepatocellular carcinoma.,3
retinitis,3
atherosclerosis,3
autoimmune disease,3
common cold.,3
myasthenia gravis,3
hand, foot and mouth disease,,3
infertility,3
avian influenza.,3
lymphadenopathy,3
leukopenia,3
aids,3
viral pneumonia.,3
cervical cancer,3
anemia,3
scrub typhus,3
acute disseminated encephalomyelitis,3
rhinitis,3
herpangina,3
heart disease,,3
liver disease,,3
acute tubular necrosis,,3
pulmonary edema,,3
hand, foot, and mouth disease,,3
otitis media,,3
nephritis,3
pulmonary tuberculosis.,3
typhoid fever.,3
lung disease,,3
congenital syphilis,3
acute myeloid leukemia,3
post-vaccinal encephalitis,2
lupus erythematosus,2
neurodegeneration,2
respiratory failure.,2
nephrolithiasis,2
chorioretinitis,2
pancreatitis,2
osteoarthritis,2
macular edema,,2
enteropathy,2
