disease,count
influenza,708
encephalitis,159
hepatitis,150
chikungunya,134
avian influenza,109
pneumonia,106
yellow fever,97
infectious disease,90
measles,72
malaria,72
cancer,63
dengue fever,60
microcephaly,49
suppression,48
tuberculosis,45
rash,38
respiratory disease,37
rabies,37
diarrhea,37
herpes simplex,34
rubella,34
viral disease,33
mumps,30
thrombocytopenia,29
asthma,28
arthritis,28
tick-borne encephalitis,25
meningitis,25
stomatitis,25
smallpox,23
gastroenteritis,23
bronchiolitis,22
yellow fever,,22
vaccinia virus,21
leishmaniasis,20
conjunctivitis,18
encephalomyelitis,18
myocarditis,18
dengue hemorrhagic fever,18
liver disease,18
syphilis,17
viral hepatitis,17
dengue fever,,16
meningoencephalitis,16
acute respiratory distress syndrome,15
rift valley fever,14
poliomyelitis,14
severe acute respiratory syndrome,14
hepatocellular carcinoma,13
leukemia,13
chronic obstructive pulmonary disease,13
lung disease,13
mouth disease,13
neuropathy,13
cirrhosis,12
aseptic meningitis,11
anemia,11
breast cancer,10
liver disease,,10
encephalopathy,10
hypersensitivity,10
rheumatoid arthritis,10
yellow fever.,10
heart disease,10
lung cancer,9
common cold,9
infectious disease.,9
visceral leishmaniasis,9
myositis,9
schizophrenia,9
pancreatitis,8
respiratory failure,8
typhus,8
avian influenza,,8
heart disease,,8
brucellosis,8
narcolepsy,8
obesity,8
cowpox,8
hemorrhagic disease,8
plague,7
viral pneumonia,7
hand, foot, and mouth disease,7
cardiovascular disease,7
chronic obstructive pulmonary disease,,7
prostate cancer,7
eastern equine encephalitis,7
myelitis,7
polyneuropathy,7
lymphoma,6
gonorrhea,6
allergy,6
keratoconjunctivitis,6
dengue fever.,6
bacterial pneumonia,6
cardiomyopathy,6
viral hepatitis,,6
nephritis,6
respiratory disease,,6
lung disease,,6
shortness,6
eosinophilia,5
dengue hemorrhagic fever.,5
infertility,5
lung carcinoma,5
venezuelan equine encephalitis,5
anthrax,5
tetanus,5
peripheral neuropathy,5
cardiac arrest,5
parotitis,5
autoimmune disease,5
urethritis,5
aids,5
scrub typhus,5
