disease,count
viral,12
acute,9
respiratory,8
influenza,8
disease,8
pneumonia,6
hepatitis,6
infection,5
syndrome,5
infections,4
thalassemia,4
dengue fever,4
infectious,4
chikungunya,4
Disease,3
Viral,3
sickle cell disease,3
epithelial,3
Infection,3
external,3
severe acute respiratory syndrome,3
limited,3
complete,3
infectious diseases,2
Central,2
chest,2
lower,2
smallpox,2
General,2
sickle-cell disease,2
absence of,2
viral infection,2
COVID,2
syphilis,2
rabies,2
African,2
infectious disease,2
respiratory failure,2
cancer,2
sickle cell disease.,2
coronavirus infection,1
malignant,1
Blood,1
familial,1
coronavirus pneumonia,1
Infectious,1
uncontrolled,1
recurrent,1
chronic,1
acquired,1
secondary,1
acute kidney injury,1
adult,1
partial,1
septic shock,1
autoimmune diseases.,1
infectious diseases.,1
Limited,1
hemoglobin C,1
bacterial,1
herpes,1
Sickle Cell Disease,1
kidney injury,1
nosocomial infection,1
cavities,1
anaemia,1
Acute,1
viral infection?,1
emotional,1
Respiratory,1
Syndrome,1
deficiency,1
acute respiratory distress syndrome.,1
Severe,1
