disease,count
influenza,136
severe acute respiratory syndrome,51
infectious disease,48
pneumonia,44
hepatitis,20
suppression,17
measles,16
dengue fever,14
malaria,14
avian influenza,13
chikungunya,13
smallpox,9
respiratory disease,9
infectious disease,,9
plague,8
encephalitis,8
viral disease,8
severe acute respiratory syndrome.,8
respiratory failure,7
acute respiratory distress syndrome,6
conjunctivitis,6
viral pneumonia,6
cancer,6
tuberculosis,5
endocarditis,5
meningitis,5
common cold,4
obesity,4
liver disease,4
thrombocytopenia,4
stroke,4
shortness,4
hepatocellular carcinoma,3
bubonic plague,3
pneumonic plague,3
viral disease.,3
infectious disease.,3
bacterial pneumonia,3
microcephaly,3
infective endocarditis.,2
encephalopathy,2
aseptic meningitis,,2
thalassemia,2
colorectal cancer,2
dengue fever,,2
infective endocarditis,2
dengue hemorrhagic fever.,2
myelitis,2
adjustment disorder,2
cardiovascular disease,2
multiple sclerosis,2
syphilis,2
mental disorder,2
chickenpox,2
gastroenteritis,2
acute respiratory distress syndrome,,2
acute respiratory distress syndrome.,2
postpartum depression,2
scarlet fever,2
schizophrenia,2
viral pneumonia,,2
viral pneumonia.,2
respiratory disease.,2
mood disorder,2
learning disability,2
diarrhea,2
delusional disorder,2
neuropathy,2
mumps,2
panic disorder,2
dengue fever.,2
breast cancer,2
rash,2
pyuria,1
liver disease,,1
filariasis,1
infective endocarditis,,1
liver disease.,1
lung cancer,1
tetanus,1
cardiovascular disease,,1
scabies,1
myasthenia gravis.,1
asthma,1
marburg virus disease,1
neonatal abstinence syndrome.,1
yellow fever.,1
dengue hemorrhagic fever,,1
respiratory failure,,1
common cold.,1
post-traumatic stress disorder,1
bacterial meningitis,,1
common cold,,1
poliomyelitis,1
typhus,1
bacterial pneumonia.,1
coronary aneurysm,,1
diabetes mellitus.,1
vasculitis,1
bacterial pneumonia,,1
acute disseminated encephalomyelitis,,1
herpes simplex,1
amnesia,1
toxic shock syndrome,,1
viral hepatitis,,1
hemorrhagic disease,,1
cerebral venous sinus thrombosis,,1
lymphadenopathy,1
rheumatic fever,1
pneumonic plague,,1
tungiasis,1
pneumonic plague.,1
pulmonary tuberculosis,,1
viral disease,,1
myocarditis,1
severe acute respiratory syndrome,,1
bronchiolitis,1
optic neuritis,1
typhoid fever,,1
botulism,1
acute conjunctivitis,1
stomatitis,1
yellow fever,1
proteinuria,1
diabetes mellitus,1
brachial plexus neuropathy,1
multiple sclerosis,,1
pericarditis,1
heart disease,1
substance abuse,1
coronary aneurysm,1
cirrhosis,1
diphtheria,1
chronic obstructive pulmonary disease,,1
viral hepatitis,1
mental disorder.,1
mental disorder,,1
polyneuropathy,1
rabies,1
chronic obstructive pulmonary disease.,1
prostate cancer,1
aseptic meningitis,1
metabolic acidosis,,1
