disease,count
viral,12
acute,9
respiratory,8
disease,8
infection,5
syndrome,5
infections,4
infectious,4
Disease,3
Viral,3
sickle cell disease,3
epithelial,3
Infection,3
external,3
pneumonia,3
limited,3
hepatitis,3
complete,3
infectious diseases,2
Central,2
chest,2
thalassemia,2
lower,2
dengue fever,2
General,2
sickle-cell disease,2
absence of,2
viral infection,2
COVID,2
chikungunya,2
African,2
sickle cell disease.,2
coronavirus infection,1
malignant,1
Blood,1
familial,1
coronavirus pneumonia,1
Infectious,1
uncontrolled,1
recurrent,1
chronic,1
acquired,1
smallpox,1
secondary,1
acute kidney injury,1
adult,1
partial,1
septic shock,1
autoimmune diseases.,1
infectious diseases.,1
Limited,1
hemoglobin C,1
bacterial,1
herpes,1
Sickle Cell Disease,1
kidney injury,1
nosocomial infection,1
cavities,1
anaemia,1
Acute,1
viral infection?,1
emotional,1
syphilis,1
rabies,1
Respiratory,1
Syndrome,1
deficiency,1
infectious disease,1
cancer,1
Severe,1
