funders,count
World Health Organization,84
Centers for Disease Control and Prevention,35
School of Medicine,,35
Ministry of Health,34
Royal Society,28
Ministry of Health,,27
EMBO,26
Research and Development,22
World Health Organization.,22
National Institute of Allergy and Infectious Diseases,21
National Institutes of Health,21
Institut Pasteur,19
Health Research,18
Centers for Disease Control and Prevention.,17
Medical Research Council,16
Centers for Disease Control and Prevention,,15
World Health Organization;,15
Department of Health,14
United Nations,13
National Natural Science Foundation of China,13
Ministry of Education,,12
Food and Drug Administration,12
National Academy of Sciences,11
Institut Pasteur,,11
School of Medicine,11
University of California,,11
University of Texas Medical Branch,10
World Health Organization,,10
Department of Health.,9
Roche,9
Imperial College London,,9
National Institute of Allergy and Infectious Diseases,,9
National Science Foundation,8
Ministry of Education,8
Sanofi,8
Orange,8
National Academy of Sciences.,8
Ministério da Saúde,7
National Health and Medical Research Council,7
Chinese Academy of Sciences,,7
Ministry of Science and Technology,7
Wellcome Trust,7
Ministério da Saúde.,7
Sun Yat-sen University,,6
National Institutes of Health,,6
Department of Health,,6
University of Sydney,,6
NCR,6
European Centre for Disease Prevention and Control,6
Stanford University,6
Harvard T.H. Chan School of Public Health,,6
University of Texas Medical Branch,,6
University of Georgia,,5
University of Melbourne,,4
University of Queensland,,4
American Academy of Pediatrics,4
European Commission,4
University of Pretoria,,4
Ministry of Health.,4
Conselho Nacional de Desenvolvimento Científico e Tecnológico,4
University of Hong Kong,,4
Tsinghua University,,4
Chang Gung University,,4
U.S. Army,4
University of California,3
Nanyang Technological University,,3
Chang Gung University,3
Mahidol University,,3
Chinese Center for Disease Control and Prevention,,3
Food and Drug Administration.,3
Genome Institute of Singapore,,3
National Research Centre,3
National Medical Research Council,3
Tsinghua University,3
Fudan University,,3
National Health Research Institutes,,3
Emory University,3
Public Health Institute,3
Microsoft,3
Gilead Sciences,3
United Nations.,3
National Cheng Kung University Hospital,,3
Johns Hopkins University,3
Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,3
Monash University,,3
Icahn School of Medicine at Mount Sinai,,3
Ohio State University,,3
Universidade Federal de Minas Gerais,,3
University of Florida,,3
National Research Foundation,3
Ministry of Health;,3
China Scholarship Council,3
Nationwide,3
Biotechnology and Biological Sciences Research Council,3
Alere,3
Fudan University,3
Ministério da Saúde,,3
Ministério da Saúde;,3
Korea University,3
Agency for Healthcare Research and Quality,3
Health and Medical Research Fund,3
European Research Council,3
University College London,,3
Colorado State University,,3
Queensland University of Technology,,3
Public Health Agency,2
George Washington University,2
Shandong Province,2
Generalitat de Catalunya.,2
Academy of Medical Sciences,2
Universidade Federal de Minas Gerais,2
Infectious Diseases Society of America,2
National Institutes of Health.,2
University of East Anglia,2
Nederlandse Organisatie voor Wetenschappelijk Onderzoek,2
Pirbright Institute,2
San Diego State University,2
National Center for Health Statistics,2
Emory University,,2
