disease,count
influenza,724
tuberculosis,326
severe acute respiratory syndrome,236
pneumonia,160
infectious disease,140
avian influenza,126
cancer,70
respiratory failure,65
measles,62
shortness,61
hepatitis,57
diarrhea,54
asthma,53
pulmonary tuberculosis,45
respiratory disease,42
rash,42
acute respiratory distress syndrome,39
respiratory failure.,32
severe acute respiratory syndrome.,28
multiple sclerosis,26
meningitis,25
respiratory failure,,24
malaria,23
cardiac arrest,22
severe acute respiratory syndrome;,20
infectious disease,,20
suppression,20
thrombocytopenia,19
stroke,17
avian influenza,,17
chronic obstructive pulmonary disease,15
conjunctivitis,14
lung disease,14
avian influenza.,14
migraine,13
viral pneumonia,13
pulmonary tuberculosis.,13
infectious disease.,13
bacterial pneumonia,13
acute respiratory distress syndrome.,13
diabetes mellitus,13
disseminated intravascular coagulation,13
herpes simplex,12
anemia,12
obesity,12
smallpox,11
gastroenteritis,11
severe acute respiratory syndrome,,11
pneumothorax,11
rhinitis,11
heart disease,11
leukopenia,10
anthrax,10
lung cancer,10
viral disease,10
chronic obstructive pulmonary disease,,10
common cold,10
pulmonary edema,10
heart disease,,10
tularemia,10
lymphocytic choriomeningitis,10
lung disease,,10
optic neuritis,9
cardiovascular disease,9
allergy,9
nephrotic syndrome,9
respiratory disease.,9
lung cancer,,9
aspergillosis,9
plague,8
pertussis,8
rubella,8
liver disease,,8
neuromyelitis optica,8
encephalomyelitis,8
silicosis,8
cardiac arrest.,8
diabetes mellitus,,8
lymphadenopathy,8
acute respiratory distress syndrome,,8
pulmonary edema.,8
peritonitis,7
encephalitis,7
post-traumatic stress disorder,7
pulmonary tuberculosis,,7
neurodegeneration,7
pneumoconiosis,7
pulmonary hypertension,7
monkeypox,7
liver disease,7
metabolic acidosis,7
arthritis,7
infertility,6
lymphadenitis,6
congestive heart failure.,6
hypersensitivity,6
autoimmune disease,6
chronic kidney disease,6
multiple sclerosis.,6
cystic fibrosis,6
cardiovascular disease,,6
pulmonary edema,,6
typhoid fever,,6
dementia,5
pancreatitis,5
cerebral palsy,,5
urinary tract infection,5
sleep apnea,5
constipation,5
pulmonary embolism,,5
substance abuse,5
cirrhosis,5
rabies,5
aseptic meningitis,5
aseptic meningitis,,5
myocarditis,5
cervical cancer,5
alopecia,5
progressive multifocal leukoencephalopathy,5
myelitis,5
bacterial pneumonia.,5
hypoglycemia,5
respiratory disease,,5
stomatitis,5
cellulitis,5
atherosclerosis,4
bronchopneumonia,4
thyroid cancer,4
atrial fibrillation,4
metabolic syndrome,4
optic neuritis,,4
encephalopathy,4
congestive heart failure,,4
anxiety disorder,4
nephrotic syndrome.,4
pulmonary embolism,4
obstructive sleep apnea,4
epilepsy,4
congestive heart failure,4
leishmaniasis,4
hyperglycemia,4
hypokalemia,4
chronic obstructive pulmonary disease.,4
oropharyngeal cancer,4
polycystic ovary syndrome,4
cardiac arrest,,4
pulmonary fibrosis,4
viral pneumonia,,4
multiple sclerosis,,4
viral hepatitis,4
filariasis,4
rheumatoid arthritis,4
poliomyelitis,4
viral hepatitis,,4
trigeminal neuralgia,4
sexual dysfunction,4
chickenpox,3
pneumonic tularemia,3
gastritis,3
yellow fever,3
bronchiectasis,3
optic neuritis.,3
liver disease.,3
sinusitis,3
syphilis,3
placental abruption,3
cystic fibrosis,,3
multiple myeloma,3
osteoporosis,3
coccidioidomycosis,3
botulism,3
pancreatic cancer,3
bowel dysfunction,3
laryngeal tuberculosis,3
cerebral infarction,3
diabetes mellitus;,3
glomerulonephritis,3
aids,3
mumps,3
cardiomyopathy,3
uveitis,3
fatty liver disease,3
acute pancreatitis,3
necrotizing fasciitis,3
pulmonary hypertension.,3
autoimmune disease.,3
ptosis,3
neuropathy,3
fasciitis,3
metabolic acidosis,,3
hydrocephalus,2
periodontal disease,2
pulmonary fibrosis.,2
cerebral aneurysm,2
common cold.,2
optic neuropathy,,2
vasculitis,2
miliary tuberculosis,2
lung carcinoma,2
alcohol abuse,2
lymphocytopenia,2
urinary tract infection.,2
urinary tract infection;,2
heart attack,2
diabetic ketoacidosis,2
acute disseminated encephalomyelitis,2
endometrial cancer,,2
endocarditis,2
lymphoma,2
breast cancer,2
pancreatic cancer.,2
tetanus,2
atrial fibrillation,,2
amyotrophic lateral sclerosis.,2
hypogonadism,2
spotted fever,2
nephrotic syndrome,,2
purpura,2
peripheral artery disease,2
septic arthritis,2
otitis media,2
rheumatoid arthritis,,2
hemolytic anemia,2
hemangioma,2
cerebral infarction,,2
sleep apnea.,2
otitis media,,2
bowel dysfunction,,2
thanatophoric dysplasia,2
glucose intolerance.,2
pneumonic plague,2
substance abuse.,2
pulmonary tuberculosis;,2
keratitis,2
cervicitis,2
vaccinia virus,2
systemic lupus erythematosus,2
chronic kidney disease;,2
prostate cancer,2
movement disorder,2
lupus erythematosus,2
aseptic meningitis;,2
aphasia,2
chronic kidney disease,,2
chronic kidney disease.,2
anxiety disorder.,2
hypophosphatemia,2
pharyngitis,2
metabolic syndrome,,2
mesothelioma,2
cataract,2
glaucoma,2
viral pneumonia.,2
sensorineural hearing loss.,2
herpetic whitlow,2
viral disease.,2
bronchiolitis,2
dyslipidemia,2
keratoconjunctivitis,2
neuromuscular disease,2
multiple sclerosis?,2
diphtheria,2
nephropathy,2
avian influenza?,2
heart disease;,2
neuroblastoma,2
metachromatic leukodystrophy,2
gestational diabetes,,2
cardiovascular disease.,2
sexual dysfunction,,2
sexual dysfunction.,2
transient cerebral ischemia,2
dengue fever,,2
sensorineural hearing loss,2
rift valley fever,2
leukodystrophy,2
gestational diabetes,2
malabsorption,2
bacterial pneumonia,,2
trigeminal neuralgia.,2
respiratory disease;,2
myositis,2
mediastinitis,2
lung disease.,2
lung disease;,2
allergic rhinitis,2
dermatitis,2
candidiasis,2
lymphocytic choriomeningitis,,2
optic neuropathy,2
lung cancer.,2
disseminated intravascular coagulation,,2
pyuria,1
viral meningitis,1
status epilepticus.,1
thyroid disease,1
leprosy,1
ovarian cancer,1
restless legs syndrome,1
ileus,1
dengue hemorrhagic fever.,1
pulmonary fibrosis,,1
common cold,,1
respiratory failure;,1
vaccinia virus,,1
neonatal jaundice,1
hemorrhagic fever with renal syndrome,1
prostate cancer.,1
lung abscess,,1
meningioma,1
acute myocardial infarction,,1
endocrine disease,1
tongue cancer,1
osteogenesis imperfecta,1
septic arthritis,,1
branch retinal artery occlusion,1
ocular hypertension,,1
cortical blindness,1
prion disease,,1
ocular hypertension;,1
transient cerebral ischemia.,1
generalized anxiety disorder,,1
thanatophoric dysplasia,,1
neuromyelitis optica,,1
infectious mononucleosis,,1
allergic asthma,,1
obstructive sleep apnea.,1
atrial fibrillation.,1
stuttering,1
myasthenia gravis,,1
sarcoidosis,1
myasthenia gravis.,1
idiopathic pulmonary fibrosis,1
thyroid cancer.,1
alcoholic hepatitis,1
gastrointestinal cancer,1
psoriasis,1
acute tubular necrosis,1
antiphospholipid syndrome,1
gestational hypertension,,1
bacterial meningitis,1
bubonic plague,,1
rapidly progressive glomerulonephritis,1
mental disorder,1
bubonic plague,1
typhoid fever,1
cerebral infarction.,1
chronic obstructive pulmonary disease;,1
pneumonic plague,,1
pneumonic plague.,1
pulmonary tuberculosis?,1
hypoparathyroidism,1
substance abuse,,1
paraplegia,1
laryngeal tuberculosis,,1
myelodysplastic syndrome.,1
peripheral neuropathy,1
lactic acidosis,,1
acute leukemia,,1
blastomycosis,1
colon cancer,1
cystic fibrosis;,1
oligodendroglioma,1
hepatocellular carcinoma.,1
hepatocellular carcinoma,,1
biliary tract disease,,1
lassa fever.,1
aseptic meningitis.,1
idiopathic intracranial hypertension?,1
endometriosis,1
placental abruption.,1
anxiety disorder,,1
myasthenia gravis,1
malignant hyperthermia.,1
herpes simplex,,1
telogen effluvium,1
typhus,1
generalized anxiety disorder,1
cervical cancer,,1
lymphedema,1
cervical cancer.,1
panic disorder,,1
aortic aneurysm,1
allergic asthma,1
atrioventricular block,1
glioma,1
photokeratitis,1
carcinoma in situ,1
atrial septal defect,,1
viral pneumonia?,1
amyotrophic lateral sclerosis,1
oropharyngeal cancer.,1
congenital heart disease,,1
microcytic anemia,,1
idiopathic pulmonary fibrosis.,1
pneumocystosis,1
neutropenia,1
mesangial proliferative glomerulonephritis,1
multiple sclerosis;,1
proteinuria,1
contact dermatitis,1
visceral leishmaniasis,,1
skin cancer,,1
cystitis,1
glucose intolerance,1
heart disease.,1
subacute bacterial endocarditis,1
dengue hemorrhagic fever,1
arthropathy,1
aplastic anemia,,1
hydronephrosis,1
yellow fever;,1
placenta praevia,,1
hyperthyroidism,1
acute pancreatitis.,1
gallstone,1
neurofibromatosis,1
shigellosis,1
thalassemia,1
scabies,1
trypanosomiasis,1
brain cancer,1
gestational diabetes.,1
optic atrophy,1
retinal detachment,,1
yellow fever.,1
yellow fever,,1
scotoma,1
hypothyroidism,1
right bundle branch block,1
polycystic ovary syndrome,,1
prion disease,1
acute respiratory distress syndrome?,1
rift valley fever.,1
trigeminal neuralgia,,1
acute tubular necrosis,,1
brucellosis,1
interstitial lung disease;,1
laryngeal disease,,1
pseudomyxoma peritonei,1
pulmonary hypertension,,1
autoimmune disease,,1
lupus erythematosus,,1
kidney failure,,1
diabetes insipidus,1
vitiligo,1
diabetic ketoacidosis.,1
chagas disease,1
interstitial lung disease,,1
diabetic ketoacidosis,,1
tongue cancer.,1
hemorrhagic disease,1
leptospirosis,1
aspiration pneumonia,1
miliary tuberculosis,,1
bowel obstruction,1
hypertensive encephalopathy;,1
essential tremor.,1
lung cancer?,1
lactic acidosis,1
thrombotic thrombocytopenic purpura,1
hypochondroplasia,1
alcohol abuse,,1
urticaria,1
metabolic acidosis.,1
parasitic disease,1
